SKU,Description,Fixed MSRP,Component1,Component Description,Componenet FOB,Component MSRP ,Component2,Component Description,Componenet FOB,Component MSRP 
SIB-W361524,"Slim Iron Black - Wall Refrigerator Cabinet - 36""W x 15""H x 24""D - 2D",393,SIB-DS-W3615/W361524,Door Set SIB-W3615/W361524,23.355,179,UBX-W361524,Cabinet Box for W361524,27.81,214
SIB-W3615GD,"Slim Iron Black - Wall Glass Door Cabinet - 36""W x 15""H x 12""D - 2D",290,SIB-DS-W3615GD,Door Set SIB-W3615GD,24.687,157,UBX-W3615,Cabinet Box for W3615,16.713,133
SIB-W3618,"Slim Iron Black - Wall Cabinet - 36""W x 18""H x 12""D - 2D",349,SIB-DS-W3618/W361824,Door Set SIB-W3618/W361824,25.947,202,UBX-W3618,Cabinet Box for W3618,18.279,147
SIB-W361824,"Slim Iron Black - Wall Refrigerator Cabinet - 36""W x 18""H x 24""D - 2D",428,SIB-DS-W3618/W361824,Door Set SIB-W3618/W361824,25.947,202,UBX-W361824,Cabinet Box for W361824,29.556,226
SIB-W3618GD,"Slim Iron Black - Wall Glass Door Cabinet - 36""W x 18""H x 12""D - 2D",436,SIB-DS-W3618GD,Door Set SIB-W3618GD,27.72,289,UBX-W3618,Cabinet Box for W3618,18.279,147
SIB-W3624,"Slim Iron Black - Wall Cabinet - 36""W x 24""H x 12""D - 2D - 1S",455,SIB-DS-W3624/W362424,Door Set SIB-W3624/W362424,31.158,248,UBX-W3624,Cabinet Box for W3624,25.29,207
SIB-W362424,"Slim Iron Black - Wall Refrigerator Cabinet - 36""W x 24""H x 24""D - 2D -1S",560,SIB-DS-W3624/W362424,Door Set SIB-W3624/W362424,31.158,248,UBX-W362424,Cabinet Box for W362424,41.157,312
SIB-W3630,"Slim Iron Black - Wall Cabinet - 36""W x 30""H x 12""D - 2D -2S",546,SIB-DS-W3630,Door Set SIB-W3630,36.342,286,UBX-W3630/WBC3630,Cabinet Box for W3630,32.274,260
SIB-W3636,"Slim Iron Black - Wall Cabinet - 36""W x 36""H x 12""D - 2D -2S",631,SIB-DS-W3636,Door Set SIB-W3636,41.517,337,UBX-W3636,Cabinet Box for W3636,35.406,294
SIB-W3642,"Slim Iron Black - Wall Cabinet - 36""W x 42""H x 12""D - 2D -3S",722,SIB-DS-W3642,Door Set SIB-W3642,48.69,381,UBX-W3642/WBC3642,Cabinet Box for W3642,42.597,341
SIB-W3930,"Slim Iron Black - Wall Cabinet - 39""W x 30""H x 12""D - 2D -2S",566,SIB-DS-W3930,Door Set SIB-W3930,38.358,295,UBX-W3930,Cabinet Box for W3930,34.38,271
SIB-WBC2730,"Slim Iron Black - Wall Blind Corner Cabinet - 27""W x 30""H x 12""D - 1D -2S",364,SIB-DS-WBC2730,Door Set SIB-WBC2730,26.451,162,UBX-W2730/WBC2730,Cabinet Box for W2730/WBC2730,26.046,202
SIB-WBC2736,"Slim Iron Black - Wall Blind Corner Cabinet - 27""W x 36""H x 12""D - 1D -2S",413,SIB-DS-WBC2736,Door Set SIB-WBC2736,30.753,184,UBX-W2736/WBC2736,Cabinet Box for W2736/WBC2736,28.656,229
SIB-WBC2742,"Slim Iron Black - Wall Blind Corner Cabinet - 27""W x 42""H x 12""D - 1D -3S",483,SIB-DS-WBC2742,Door Set SIB-WBC2742,36.063,226,UBX-W2742/WBC2742,Cabinet Box for W2742/WBC2742,34.353,257
SIB-WD1848,"Slim Iron Black - Wall With Drawer Cabinet-18""W x 48""H x 12""D- 1D, 2 DRW -2S",552,SIB-DS-WD1848,Door Set SIB-WD1848,32.859,175,UBX-WD1848,Cabinet Box for WD1848,68.355,377
SIB-WD1854,"Slim Iron Black - Wall With Drawer Cabinet-18""W x 54""H x 12""D- 1D, 2 DRW -2S",605,SIB-DS-WD1854,Door Set SIB-WD1854,35.775,199,UBX-WD1854,Cabinet Box for WD1854,70.497,406
SIB-WD1860,"Slim Iron Black - Wall With Drawer Cabinet-18""W x 60""H x 12""D- 1D, 2 DRW -3S",652,SIB-DS-WD1860,Door Set SIB-WD1860,38.673,222,UBX-WD1860,Cabinet Box for WD1860,72.63,430
SIB-WER2412GD,"Slim Iron Black - Easy Reach Wall Glass Door Cabinet - 24""W x 12""H x 12 ""D",272,SIB-DS-WER2412GD,Door Set SIB-WER2412GD,16.101,109,UBX-WER2412,Cabinet Box for WER2412,23.751,163
SIB-WER2415GD,"Slim Iron Black - Easy Reach Wall Glass Door Cabinet - 24""W x 15""H x 12 ""D",303,SIB-DS-WER2415GD,Door Set SIB-WER2415GD,17.721,120,UBX-WER2415,Cabinet Box for WER2415,26.757,183
SIB-WER2418GD,"Slim Iron Black - Easy Reach Wall Glass Door Cabinet - 24""W x 18""H x 12 ""D",334,SIB-DS-WER2418GD,Door Set SIB-WER2418GD,19.341,131,UBX-WER2418,Cabinet Box for WER2418,29.763,203
SIB-WER2430,"Slim Iron Black - Easy Reach Wall Cabinet - 24""W x 30""H x 12""D -2S",503,SIB-DS-WER2430,Door Set SIB-WER2430,25.848,161,UBX-WER2430,Cabinet Box for WER2430,52.758,342
SIB-WER2436,"Slim Iron Black - Easy Reach Wall Cabinet - 24""W x 36""H x 12""D -2S",604,SIB-DS-WER2436,Door Set SIB-WER2436,29.088,196,UBX-WER2436,Cabinet Box for WER2436,58.77,408
SIB-WER2442,"Slim Iron Black - Easy Reach Wall Cabinet - 24""W x 42""H x 12""D -3S",708,SIB-DS-WER2442,Door Set SIB-WER2442,32.346,231,UBX-WER2442,Cabinet Box for WER2442,64.818,477
SIB-O338424,"Slim Iron Black - Oven Cabinet - 33""W x 84""H X 24""D - 2D, 3DRW",1699,SIB-DS-O338424,Door Set SIB-O338424,84.168,565,UBX-O338424,Cabinet Box for O338424,162.495,1134
SIB-O339024,"Slim Iron Black - Oven Cabinet - 33""W x 90""H X 24""D - 2D, 3DRW, 1S",1778,SIB-DS-O339024,Door Set SIB-O339024,89.757,592,UBX-O339024,Cabinet Box for O339024,173.223,1186
SIB-O339624,"Slim Iron Black - Oven Cabinet - 33""W x 96""H X 24""D - 2D, 3DRW, 1S",1938,SIB-DS-O339624,Door Set SIB-O339624,94.833,661,UBX-O339624,Cabinet Box for O339624,177.201,1277
SIB-U188424,"Slim Iron Black - Wall Pantry - 18""W x 84""H x 24""D - 2D - 5S",1101,SIB-DS-U188424,Door Set SIB-U188424,50.688,423,UBX-U188424,Cabinet Box for U188424,79.47,678
SIB-U189024,"Slim Iron Black - Wall Pantry - 18""W x 90""H x 24""D - 2D - 5S",1136,SIB-DS-U189024,Door Set SIB-U189024,53.703,441,UBX-U189024,Cabinet Box for U189024,82.809,695
SIB-U189624,"Slim Iron Black - Wall Pantry - 18""W x 96""H x 24""D - 2D - 5S",1187,SIB-DS-U189624,Door Set SIB-U189624,57.726,470,UBX-U189624,Cabinet Box for U189624,86.202,717
SIB-U248424,"Slim Iron Black - Wall Pantry - 24""W x 84""H x 24""D - 4D - 5S",1321,SIB-DS-U248424,Door Set SIB-U248424,73.242,575,UBX-U248424,Cabinet Box for U248424,92.295,746
SIB-U249024,"Slim Iron Black - Wall Pantry - 24""W x 90""H x 24""D - 4D - 5S",1370,SIB-DS-U249024,Door Set SIB-U249024,77.49,604,UBX-U249024,Cabinet Box for U249024,95.76,766
SIB-U249624,"Slim Iron Black - Wall Pantry - 24""W x 96""H x 24""D - 4D - 5S",1438,SIB-DS-U249624,Door Set SIB-U249624,83.772,648,UBX-U249624,Cabinet Box for U249624,99.342,790
SIB-U308424,"Slim Iron Black - Wall Pantry - 30""W x 84""H x 24""D - 4D - 5S",1635,SIB-DS-U308424,Door Set SIB-U308424,83.025,704,UBX-U308424,Cabinet Box for U308424,107.496,931
SIB-U309024,"Slim Iron Black - Wall Pantry - 30""W x 90""H x 24""D - 4D - 5S",1711,SIB-DS-U309024,Door Set SIB-U309024,87.84,746,UBX-U309024,Cabinet Box for U309024,111.303,965
SIB-U309624,"Slim Iron Black - Wall Pantry - 30""W x 96""H x 24""D - 4D - 5S",1805,SIB-DS-U309624,Door Set SIB-U309624,94.689,805,UBX-U309624,Cabinet Box for U309624,115.209,1000
SIB-3VDB12,"Slim Iron Black - Vanity Drawer Base Cabinet - 12""W x 34 1/2""H x 21""D - 3 DRW",550,SIB-DS-3DB12/3VDB12,Door Set SIB-3DB12/3VDB12,16.065,101,UBX-3VDB12,Cabinet Box for 3VDB12,68.148,449
SIB-3VDB15,"Slim Iron Black - Vanity Drawer Base Cabinet - 15""W x 34 1/2""H x 21""D - 3 DRW",599,SIB-DS-3DB15/3VDB15,Door Set SIB-3DB15/3VDB15,18.963,120,UBX-3VDB15,Cabinet Box for 3VDB15,72.252,479
SIB-3VDB18,"Slim Iron Black - Vanity Drawer Base Cabinet - 18""W x 34 1/2""H x 21""D - 3 DRW",648,SIB-DS-3DB18/3VDB18,Door Set SIB-3DB18/3VDB18,21.861,139,UBX-3VDB18,Cabinet Box for 3VDB18,76.356,509
SIB-3VDB21,"Slim Iron Black - Vanity Drawer Base Cabinet - 21""W x 34 1/2""H x 21""D - 3 DRW",687,SIB-DS-3DB21/3VDB21,Door Set SIB-3DB21/3VDB21,24.759,157,UBX-3VDB21,Cabinet Box for 3VDB21,80.46,530
SIB-3VDB24,"Slim Iron Black - Vanity Drawer Base Cabinet - 24""W x 34 1/2""H x 21""D - 3 DRW",765,SIB-DS-3DB24/3VDB24,Door Set SIB-3DB24/3VDB24,27.693,182,UBX-3VDB24,Cabinet Box for 3VDB24,85.086,583
SIB-V3021TDL,"Slim Iron Black - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Left DRW",819,SIB-DS-V3021TDL,Door Set SIB-V3021TDL,35.901,213,UBX-V3021TDL,Cabinet Box for V3021TDL,60.66,606
SIB-V3021TDR,"Slim Iron Black - Vanity Sink Base - 30""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Right DRW",819,SIB-DS-V3021TDR,Door Set SIB-V3021TDR,35.901,213,UBX-V3021TDR,Cabinet Box for V3021TDR,60.66,606
SIB-V3321TDL,"Slim Iron Black - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Left DRW",853,SIB-DS-V3321TDL,Door Set SIB-V3321TDL,42.12,235,UBX-V3321TDL,Cabinet Box for V3321TDL,61.866,618
SIB-V3321TDR,"Slim Iron Black - Vanity Sink Base - 33""W x 34 1/2"" x 21""D - 1 False Front,1D, 2 Right DRW",853,SIB-DS-V3321TDR,Door Set SIB-V3321TDR,42.12,235,UBX-V3321TDR,Cabinet Box for V3321TDR,61.866,618
SIB-V3621TDL,"Slim Iron Black - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1 False Front,2D, 2 Left DRW",887,SIB-DS-V3621TDL,Door Set SIB-V3621TDL,44.505,257,UBX-V3621TDL,Cabinet Box for V3621TDL,63.216,630
SIB-V3621TDR,"Slim Iron Black - Vanity Sink Base - 36""W x 34 1/2"" x 21""D - 1 False Front,2D, 2 Right DRW",887,SIB-DS-V3621TDR,Door Set SIB-V3621TDR,44.505,257,UBX-V3621TDR,Cabinet Box for V3621TDR,63.216,630
SIB-VS24,"Slim Iron Black - Vanity Sink Base Cabinet - 24""W x 34 1/2""H x 21""D",423,SIB-DS-VS24,Door Set SIB-VS24,30.15,230,UBX-VS24,Cabinet Box for VS24,24.381,193
SIB-VS27,"Slim Iron Black - Vanity Sink Base Cabinet - 27""W x 34 1/2""H x 21""D",456,SIB-DS-VS27,Door Set SIB-VS27,32.517,253,UBX-VS27,Cabinet Box for VS27,25.848,203
SIB-VS30,"Slim Iron Black - Vanity Sink Base Cabinet - 30""W x 34 1/2""H x 21""D",489,SIB-DS-SB30/VS30,Door Set SIB-SB30/VS30,35.568,282,UBX-VS30,Cabinet Box for VS30,27.468,207
SIB-VS33,"Slim Iron Black - Vanity Sink Base Cabinet - 33""W x 34 1/2""H x 21""D",528,SIB-DS-SB33/VS33,Door Set SIB-SB33/VS33,37.944,303,UBX-VS33,Cabinet Box for VS33,28.935,225
SIB-VS36,"Slim Iron Black - Vanity Sink Base Cabinet - 36""W x 34 1/2""H x 21""D",549,SIB-DS-SB36/VS36,Door Set SIB-SB36/VS36,40.311,331,UBX-VS36,Cabinet Box for VS36,30.402,218
SIB-VSD36,"Slim Iron Black - Vanity Sink Drawer Base Cabinet - 36""W x 34 1/2""H x 21""D - 2 DRW, 2D",752,SIB-DS-VSD36,Door Set SIB-VSD36,41.283,321,UBX-VSD36,Cabinet Box for VSD36,53.766,431
SIB-VSD42,"Slim Iron Black - Vanity Sink Drawer Base Cabinet - 42""W x 34 1/2""H x 21""D - 2 DRW, 2D",839,SIB-DS-VSD42,Door Set SIB-VSD42,47.925,377,UBX-VSD42,Cabinet Box for VSD42,56.844,462
SIB-VSD48,"Slim Iron Black - Vanity Sink Drawer Base Cabinet - 48""W x 34 1/2""H x 21""D - 2 DRW, 2D",916,SIB-DS-VSD48,Door Set SIB-VSD48,52.704,418,UBX-VSD48,Cabinet Box for VSD48,60.939,498
SAO-2DB24,"Slim Aston Green - Drawer Base Cabinet - 24""W x  34-1/2""H x 24""D - 2DRW",796,SAO-DS-2DB24,Door Set SAO-2DB24,38.3303622,258,UBX-2DB24,Cabinet Box for 2DB24,91.63,538
SAO-2DB30,"Slim Aston Green - Drawer Base Cabinet - 30""W x  34-1/2""H x 24""D - 2DRW",894,SAO-DS-2DB30,Door Set SAO-2DB30,46.14169916,302,UBX-2DB30,Cabinet Box for 2DB30,101.94,592
SAO-2DB36,"Slim Aston Green - Drawer Base Cabinet - 36""W x  34-1/2""H x 24""D - 2DRW",971,SAO-DS-2DB36,Door Set SAO-2DB36,53.95303612,337,UBX-2DB36,Cabinet Box for 2DB36,112.24,634
SAO-3DB12,"Slim Aston Green - Drawer Base Cabinet - 12""W x 34-1/2""H x 24""D - 3DRW",657,SAO-DS-3DB12/3VDB12,Door Set SAO-3DB12/3VDB12,24.22159871,195,UBX-3DB12,Cabinet Box for 3DB12,82.85,462
SAO-3DB15,"Slim Aston Green - Drawer Base Cabinet - 15""W x  34-1/2""H x 24""D - 3DRW",739,SAO-DS-3DB15/3VDB15,Door Set SAO-3DB15/3VDB15,28.60310325,225,UBX-3DB15,Cabinet Box for 3DB15,87.66,514
SAO-3DB18,"Slim Aston Green - Drawer Base Cabinet - 18""W x  34-1/2""H x 24""D - 3DRW",769,SAO-DS-3DB18/3VDB18,Door Set SAO-3DB18/3VDB18,32.98460779,234,UBX-3DB18,Cabinet Box for 3DB18,92.48,535
SAO-3DB21,"Slim Aston Green - Drawer Base Cabinet - 21""W x  34-1/2""H x 24""D - 3DRW",816,SAO-DS-3DB21/3VDB21,Door Set SAO-3DB21/3VDB21,37.36611234,279,UBX-3DB21,Cabinet Box for 3DB21,97.29,537
SAO-3DB24,"Slim Aston Green - Drawer Base Cabinet - 24""W x  34-1/2""H x 24""D - 3DRW",864,SAO-DS-3DB24/3VDB24,Door Set SAO-3DB24/3VDB24,41.80526826,313,UBX-3DB24,Cabinet Box for 3DB24,102.17,551
SAO-3DB27,"Slim Aston Green - Drawer Base Cabinet - 27""W x  34-1/2""H x 24""D - 3DRW",902,SAO-DS-3DB27,Door Set SAO-3DB27,46.1867728,295,UBX-3DB27,Cabinet Box for 3DB27,107.51,607
SAO-3DB30,"Slim Aston Green - Drawer Base Cabinet - 30""W x  34-1/2""H x 24""D - 3DRW",971,SAO-DS-3DB30,Door Set SAO-3DB30,50.56827734,326,UBX-3DB30,Cabinet Box for 3DB30,112.84,645
SAO-3DB33,"Slim Aston Green - Drawer Base Cabinet - 33""W x  34-1/2""H x 24""D - 3DRW",1030,SAO-DS-3DB33,Door Set SAO-3DB33,54.94978189,367,UBX-3DB33,Cabinet Box for 3DB33,118.18,663
SAO-3DB36,"Slim Aston Green - Drawer Base Cabinet - 36""W x  34-1/2""H x 24""D - 3DRW",1056,SAO-DS-3DB36,Door Set SAO-3DB36,59.33128643,359,UBX-3DB36,Cabinet Box for 3DB36,123.51,697
SAO-B12,"Slim Aston Green - Base Cabinet - 12""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",437,SAO-DS-B12,Door Set SAO-B12,24.51283355,173,UBX-B12,Cabinet Box for B12,41.89,264
SAO-B15,"Slim Aston Green - Base Cabinet - 15""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",482,SAO-DS-B15,Door Set SAO-B15,28.41850203,190,UBX-B15,Cabinet Box for B15,44.61,292
SAO-B18,"Slim Aston Green - Base Cabinet - 18""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",532,SAO-DS-B18,Door Set SAO-B18,32.32417051,224,UBX-B18,Cabinet Box for B18,47.34,308
SAO-B21,"Slim Aston Green - Base Cabinet - 21""W x 34-1/2""H x 24""D - 1D, 1Drw, 1S",571,SAO-DS-B21,Door Set SAO-B21,36.229839,237,UBX-B21,Cabinet Box for B21,50.07,334
SAO-B24,"Slim Aston Green - Base Cabinet - 24""W x 34-1/2""H x 24""D - 2D, 1Drw, 1S",640,SAO-DS-B24,Door Set SAO-B24,43.94632232,298,UBX-B24,Cabinet Box for B24,52.66,342
SAO-B27,"Slim Aston Green - Base Cabinet - 27""W x 34-1/2""H x 24""D - 2D, 1Drw, 1S",702,SAO-DS-B27,Door Set SAO-B27,47.8519908,325,UBX-B27,Cabinet Box for B27,55.83,377
SAO-B30,"Slim Aston Green - Base Cabinet - 30""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",817,SAO-DS-B30,Door Set SAO-B30,52.84093231,348,UBX-B30,Cabinet Box for B30,72.21,469
SAO-B33,"Slim Aston Green - Base Cabinet - 33""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",864,SAO-DS-B33,Door Set SAO-B33,56.74660079,375,UBX-B33,Cabinet Box for B33,75.4,489
SAO-B36,"Slim Aston Green - Base Cabinet - 36""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",909,SAO-DS-B36,Door Set SAO-B36,60.65226927,390,UBX-B36,Cabinet Box for B36,78.6,519
SAO-B42,"Slim Aston Green - Base Cabinet - 42""W x 34-1/2""H x 24""D - 2D, 2Drw, 1S",993,SAO-DS-B42,Door Set SAO-B42,68.5149966,454,UBX-B42,Cabinet Box for B42,84.86,539
SAO-BBC36,"Slim Aston Green - Blind Base Corner Cabinet - 33""W x 34-1/2""H x 24""D  -1D, 1Drw, 1S *Install range 37"" min., 40"" max; Specify Left-hinge or Right Hinge assembly",575,SAO-DS-BBC36,Door Set SAO-BBC36,43.94204826,261,UBX-BBC36,Cabinet Box for BBC36,54.19,314
SAO-BBC39,"Slim Aston Green - Blind Base Corner Cabinet - 36""W x 34-1/2""H x 24""D  -1D, 1Drw, 1S *Install range 40"" min., 43"" max; Specify Left-hinge or Right Hinge assembly",696,SAO-DS-BBC39,Door Set SAO-BBC39,46.3538457,318,UBX-BBC39,Cabinet Box for BBC39,55.52,378
SAO-BBC42,"Slim Aston Green - Blind Base Corner Cabinet - 39""W x 34-1/2""H x 24""D   -1D, 1Drw, 1S *Install range 43"" min., 46"" max; Specify Left-hinge or Right Hinge assembly",800,SAO-DS-BBC42,Door Set SAO-BBC42,48.79737733,376,UBX-BBC42,Cabinet Box for BBC42,56.64,424
SAO-BFH12,"Slim Aston Green - Base Cabinet - Full Height Door-12""W x 34-1/2""H x 24""D - 1D, 1S",333,SAO-DS-BFH12,Door Set SAO-BFH12,22.94753274,153,UBX-BFH12,Cabinet Box for BFH12,26.87,180
SAO-BFH15,"Slim Aston Green - Base Cabinet - Full Height Door-15""W x 34-1/2""H x 24""D - 1D, 1S",370,SAO-DS-BFH15,Door Set SAO-BFH15,26.37736516,176,UBX-BFH15,Cabinet Box for BFH15,28.89,194
SAO-BFH18,"Slim Aston Green - Base Cabinet - Full Height Door-18""W x 34-1/2""H x 24""D - 1D, 1S",407,SAO-DS-BFH18,Door Set SAO-BFH18,29.80719758,201,UBX-BFH18,Cabinet Box for BFH18,30.91,206
SAO-BFH21,"Slim Aston Green - Base Cabinet - Full Height Door-21""W x 34-1/2""H x 24""D - 1D, 1S",443,SAO-DS-BFH21,Door Set SAO-BFH21,33.23703,221,UBX-BFH21,Cabinet Box for BFH21,32.93,222
SAO-BFH24,"Slim Aston Green - Base Cabinet - Full Height Door-24""W x 34-1/2""H x 24""D - 2D, 1S",505,SAO-DS-BFH24,Door Set SAO-BFH24,41.04277181,273,UBX-BFH24,Cabinet Box for BFH24,34.88,232
SAO-BFH27,"Slim Aston Green - Base Cabinet - Full Height Door-27""W x 34-1/2""H x 24""D - 2D, 1S",545,SAO-DS-BFH27,Door Set SAO-BFH27,44.47260423,297,UBX-BFH27,Cabinet Box for BFH27,37.34,248
SAO-BFH30,"Slim Aston Green - Base Cabinet - Full Height Door-30""W x 34-1/2""H x 24""D - 2D, 1S",586,SAO-DS-BFH30,Door Set SAO-BFH30,47.90243665,324,UBX-BFH30,Cabinet Box for BFH30,39.79,262
SAO-BFH33,"Slim Aston Green - Base Cabinet - Full Height Door-33""W x 34-1/2""H x 24""D - 2D, 1S",626,SAO-DS-BFH33,Door Set SAO-BFH33,51.33226907,341,UBX-BFH33,Cabinet Box for BFH33,42.25,285
SAO-BFH36,"Slim Aston Green - Base Cabinet - Full Height Door-36""W x 34-1/2""H x 24""D - 2D, 1S",666,SAO-DS-BFH36,Door Set SAO-BFH36,54.76210149,369,UBX-BFH36,Cabinet Box for BFH36,44.71,297
SAO-BT09,"Slim Aston Green - Base Cabinet - 9""W x 34-1/2""H x 24""D - 1D",332,SAO-DS-BT09,Door Set SAO-BT09,19.51770032,141,UBX-BT09,Cabinet Box for BT09,24.84,191
SAO-BWB18,"Slim Aston Green - Base Waste Basket - 18"" x 34 1/2 x 24",701,SAO-DS-BWB18,Door Set SAO-BWB18,30.46763486,229,UBX-BWB18,Cabinet Box for BWB18,70.51,472
SAO-ERB33,"Slim Aston Green - Easy Reach Base Cabinet - 33""W x 34-1/2""H - 1D",737,SAO-DS-ERB33,Door Set SAO-ERB33,33.61912164,303,UBX-ERB33,Cabinet Box for ERB33,58.7,434
SAO-ERB36,"Slim Aston Green - Easy Reach Base Cabinet - 36""W x 34-1/2""H - 1D",817,SAO-DS-ERB36,Door Set SAO-ERB36,41.20708443,339,UBX-ERB36,Cabinet Box for ERB36,64.47,478
SAO-FSB36,"Slim Aston Green - Farm Sink Base - 36""W X 34-1/2""H X 24""D",693,SAO-DS-FSB36,Door Set SAO-FSB36,48.10415754,414,UBX-SB36/FSB36,Cabinet Box for SB36/FSB36,36.51,279
SAO-MB30,"Slim Aston Green - Microwave Base Cabinet - 30""W x 34-1/2""H x 24""D -1DRW",769,SAO-DS-MB30,Door Set SAO-MB30,26.53675735,242,UBX-MB30,Cabinet Box for MB30,67.67,527
SAO-MB33,"Slim Aston Green - Microwave Base Cabinet - 33""W x 34-1/2""H x 24""D -1DRW",822,SAO-DS-MB33,Door Set SAO-MB33,28.61594285,268,UBX-MB33,Cabinet Box for MB33,71.38,554
SAO-SB30,"Slim Aston Green - Sink Base - 30""W x 34-1/2""H x 24""D - 1 False Drawer",599,SAO-DS-SB30/VS30,Door Set SAO-SB30/VS30,52.84093231,355,UBX-SB30,Cabinet Box for SB30,33.1,244
SAO-SB33,"Slim Aston Green - Sink Base - 33""W x 34-1/2""H x 24""D - 2 False Drawers",640,SAO-DS-SB33/VS33,Door Set SAO-SB33/VS33,56.74660079,381,UBX-SB33,Cabinet Box for SB33,34.8,259
SAO-SB36,"Slim Aston Green - Sink Base - 36""W x 34-1/2""H x 24""D - 2 False Drawers",693,SAO-DS-SB36/VS36,Door Set SAO-SB36/VS36,60.65226927,414,UBX-SB36/FSB36,Cabinet Box for SB36/FSB36,36.51,279
SAO-DCW2412GD,"Slim Aston Green - Wall Diagonal Glass Door Corner Cabinet - 24""W x 12""H x 12""D - 1D",268,SAO-DS-DCW2412GD,Door Set SAO-DCW2412GD,22.6031596,123,UBX-DCW2412,Cabinet Box for DCW2412,22.24,145
SAO-DCW2415GD,"Slim Aston Green - Wall Diagonal Glass Door Corner Cabinet - 24""W x 15""H x 12""D - 1D",287,SAO-DS-DCW2415GD,Door Set SAO-DCW2415GD,25.77660172,137,UBX-DCW2415,Cabinet Box for DCW2415,24.34,150
SAO-DCW2418GD,"Slim Aston Green - Wall Diagonal Glass Door Corner Cabinet - 24""W x 18""H x 12""D - 1D",316,SAO-DS-DCW2418GD,Door Set SAO-DCW2418GD,28.95004385,153,UBX-DCW2418,Cabinet Box for DCW2418,26.45,163
SAO-DCW2430,"Slim Aston Green - Wall Diagonal Corner Cabinet - 24""W x 30""H x 12""D - 1D -2S",576,SAO-DS-DCW2430,Door Set SAO-DCW2430,32.30700133,239,UBX-DCW2430,Cabinet Box for DCW2430,47.14,337
SAO-DCW2436,"Slim Aston Green - Wall Diagonal Corner Cabinet - 24""W x 36""H x 12""D - 1D- 2S",656,SAO-DS-DCW2436,Door Set SAO-DCW2436,37.37329627,282,UBX-DCW2436,Cabinet Box for DCW2436,51.35,374
SAO-DCW2442,"Slim Aston Green - Wall Diagonal Corner Cabinet - 24""W x 42""H x 12""D - 1D -3S",789,SAO-DS-DCW2442,Door Set SAO-DCW2442,43.40118993,350,UBX-DCW2442,Cabinet Box for DCW2442,62.4,439
SAO-W0930,"Slim Aston Green - Wall Cabinet - 09""W x 30""H x 12""D - 1D -2S",229,SAO-DS-W0930,Door Set SAO-W0930,19.7795136,126,UBX-W0930,Cabinet Box for W0930,15.42,103
SAO-W0936,"Slim Aston Green - Wall Cabinet - 09""W x 36""H x 12""D - 1D -2S",255,SAO-DS-W0936,Door Set SAO-W0936,22.90480317,144,UBX-W0936,Cabinet Box for W0936,17.27,111
SAO-W0942,"Slim Aston Green - Wall Cabinet - 09""W x 42""H x 12""D - 1D - 3S",288,SAO-DS-W0942,Door Set SAO-W0942,26.97892167,158,UBX-W0942,Cabinet Box for W0942,20.31,130
SAO-W1212GD,"Slim Aston Green - Wall Glass Door Cabinet - 12""W x 12""H x 12""D - 1D",124,SAO-DS-W1212GD,Door Set SAO-W1212GD,15.97732129,67,UBX-W1212,Cabinet Box for W1212,8.48,57
SAO-W1215GD,"Slim Aston Green - Wall Glass Door Cabinet - 12""W x 15""H x 12""D - 1D",135,SAO-DS-W1215GD,Door Set SAO-W1215GD,18.47813599,76,UBX-W1215,Cabinet Box for W1215,9.47,59
SAO-W1218GD,"Slim Aston Green - Wall Glass Door Cabinet - 12""W x 18""H x 12""D - 1D",152,SAO-DS-W1218GD,Door Set SAO-W1218GD,20.9789507,86,UBX-W1218,Cabinet Box for W1218,10.46,66
SAO-W1230,"Slim Aston Green - Wall Cabinet - 12""W x 30""H x 12""D - 1D -2S",258,SAO-DS-W1230,Door Set SAO-W1230,23.28031722,143,UBX-W1230,Cabinet Box for W1230,17.3,115
SAO-W1236,"Slim Aston Green - Wall Cabinet - 12""W x 36""H x 12""D - 1D -2S",296,SAO-DS-W1236,Door Set SAO-W1236,26.96806448,166,UBX-W1236,Cabinet Box for W1236,19.28,130
SAO-W1242,"Slim Aston Green - Wall Cabinet - 12""W x 42""H x 12""D - 1D - 3S",343,SAO-DS-W1242,Door Set SAO-W1242,31.60834107,193,UBX-W1242,Cabinet Box for W1242,22.81,150
SAO-W1512GD,"Slim Aston Green - Wall Glass Door Cabinet - 15""W x 12""H x 12""D - 1D",139,SAO-DS-W1512GD,Door Set SAO-W1512GD,18.44647176,76,UBX-W1512,Cabinet Box for W1512,9.49,63
SAO-W1515GD,"Slim Aston Green - Wall Glass Door Cabinet - 15""W x 15""H x 12""D - 1D",154,SAO-DS-W1515GD,Door Set SAO-W1515GD,21.21505651,87,UBX-W1515,Cabinet Box for W1515,10.58,67
